Imprint,Product ID,Full Title,ISSN,Change History,Journal title,OA model,Currency,Price,freedom_collection
Elsevier,08140,Atherosclerosis Supplements,1567-5688,NA,Atherosclerosis (Supplements) (Component),Hybrid,USD,3000,Freedom Collection
Elsevier,13032,Atlas of the Oral and Maxillofacial Surgery Clinics,1061-3315,NA,Atlas of the Oral & Maxillofacial Surgery Clinics of North A,Hybrid,USD,3000,not included
Elsevier,18277,Atmospheric Pollution Research,1309-1042,NA,Atmospheric Pollution Research,Hybrid,USD,1500,Freedom Collection
Elsevier,05322,Atmospheric Research,0169-8095,NA,Atmospheric Research,Hybrid,USD,3000,Freedom Collection
Elsevier,08060,Auris Nasus Larynx,0385-8146,NA,Auris Nasus Larynx,Hybrid,USD,3000,Freedom Collection
Elsevier,04082,Australasian Emergency Care,2588-994X,Formerly known as Australasian Emergency Nursing Journal,Australasian Emergency Care,Hybrid,USD,1700,Freedom Collection
Elsevier,04120,Australasian Marketing Journal (AMJ),1441-3582,Formerly known as Asia-Australia Marketing Journal,Australasian Marketing Journal (AMJ),Hybrid,USD,1100,Freedom Collection
Elsevier,04101,Australian Critical Care,1036-7314,Formerly known as Confederation of Australian Critical Care Nurses Journal,Australian Critical Care,Hybrid,USD,1700,Freedom Collection
Elsevier,05467,Autoimmunity Reviews,1568-9972,NA,Autoimmunity Reviews,Hybrid,USD,3800,Freedom Collection
Elsevier,05256,Automation in Construction,0926-5805,NA,Automation in Construction,Hybrid,USD,2500,Freedom Collection
Elsevier,05062,Autonomic Neuroscience,1566-0702,Formerly known as Journal of the Autonomic Nervous System,Autonomic Neuroscience: Basic and Clinical,Hybrid,USD,2500,Freedom Collection
Elsevier,10068,Basal Ganglia,2210-5336,NA,Basal Ganglia,Hybrid,USD,1700,Freedom Collection
Elsevier,04241,Behavior Therapy,0005-7894,NA,Behavior Therapy,Hybrid,USD,3000,Freedom Collection
Elsevier,05014,Behavioural Brain Research,0166-4328,NA,Behavioural Brain Research,Hybrid,USD,2750,Freedom Collection
Elsevier,05015,Behavioural Processes,0376-6357,NA,Behavioural Processes,Hybrid,USD,2200,Freedom Collection
Elsevier,18045,Beni-Suef University Journal of Basic and Applied Sciences,2314-8535,NA,Beni-Suef University Journal of Basic and Applied Sciences,Open Access,USD,0,not included
Elsevier,07502,Big Data Research,2214-5796,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,08810,Bioactive Carbohydrates and Dietary Fibre,2212-6198,NA,Bioactive Carbohydrates and Dietary Fibre,Hybrid,USD,3000,Freedom Collection
Elsevier,18278,Bioactive Materials,2452-199X,NA,Bioactive Materials,Open Access,USD,0,not included
Elsevier,12982,Biocatalysis and Agricultural Biotechnology,1878-8181,NA,Biocatalysis and Agricultural Biotechnology,Hybrid,USD,2200,Freedom Collection
Elsevier,06049,Biochemical Engineering Journal,1369-703X,Formerly part of The Chemical Engineering Journal and the Biochemical Engineering Journal,Biochemical Engineering Journal,Hybrid,USD,3300,Freedom Collection
Elsevier,07505,Biochemical Pharmacology,0006-2952,NA,Biochemical Pharmacology,Hybrid,USD,4050,Freedom Collection
Elsevier,18156,Biochemistry and Biophysics Reports,2405-5808,NA,Biochemistry and Biophysics Reports,Open Access,USD,1600,not included
Elsevier,05002,Biochimica et Biophysica Acta (BBA) - Bioenergetics,0005-2728,Formerly part of Biochimica et Biophysica Acta (BBA) - Biophysics including Photosynthesis; Incorporating Biochimica et Biophysica Acta (BBA) - Reviews on Bioenergetics,BBA - Bioenergetics,Hybrid,USD,4050,Freedom Collection
Elsevier,05003,Biochimica et Biophysica Acta (BBA) - Biomembranes,0005-2736,Formerly part of Biochimica et Biophysica Acta (BBA) - Biophysics including Photosynthesis Incorporating Biochimica et Biophysica Acta (BBA) - Reviews on Biomembranes,BBA - Biomembranes,Hybrid,USD,3400,Freedom Collection
Elsevier,05005,Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,1874-9399,Formerly known as Biochimica et Biophysica Acta (BBA) - Gene Structure and Expression,BBA - Gene Regulatory Mechanisms,Hybrid,USD,4050,Freedom Collection
Elsevier,05006,Biochimica et Biophysica Acta (BBA) - General Subjects,0304-4165,Formerly known as Biochimica et Biophysica Acta,BBA - General Subjects,Hybrid,USD,4050,Freedom Collection
Elsevier,05008,Biochimica et Biophysica Acta (BBA) - Molecular Basis of Disease,0925-4439,NA,BBA - Molecular Basis of Disease,Hybrid,USD,4050,Freedom Collection
Elsevier,05007,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,1388-1981,Formerly known as Biochimica et Biophysica Acta (BBA) - Lipids and Lipid Metabolism,BBA - Molecular and Cell Biology of Lipids,Hybrid,USD,4050,Freedom Collection
Elsevier,05009,Biochimica et Biophysica Acta (BBA) - Molecular Cell Research,0167-4889,NA,BBA - Molecular Cell Research,Hybrid,USD,4050,Freedom Collection
Elsevier,05010,Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,1570-9639,Formerly known as Biochimica et Biophysica Acta (BBA) - Protein Structure and Molecular Enzymology,BBA - Proteins and Proteomics,Hybrid,USD,3400,Freedom Collection
Elsevier,05012,Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,0304-419X,NA,BBA - Reviews on Cancer,Hybrid,USD,3800,Freedom Collection
Elsevier,09015,Biochimie,0300-9084,NA,Biochimie,Hybrid,USD,2400,Freedom Collection
Elsevier,18107,Biochimie Open,2214-0085,NA,Biochimie Open,Open Access,EUR,1200,not included
Elsevier,11011,Biocybernetics and Biomedical Engineering,0208-5216,NA,Biocybernetics and Biomedical Engineering,Hybrid,USD,1500,Freedom Collection
Elsevier,06000,Bioelectrochemistry,1567-5394,Formerly known as Bioelectrochemistry and Bioenergetics,Bioelectrochemistry,Hybrid,USD,2600,Freedom Collection
Elsevier,14422,Bioethics Update,2395-938X,NA,NA,NA,NA,NA,not included
Elsevier,02008,Biological Conservation,0006-3207,NA,Biological Conservation,Hybrid,USD,3400,Freedom Collection
Elsevier,07615,Biological Psychiatry,0006-3223,NA,Biological Psychiatry,Hybrid,USD,3300,Freedom Collection
Elsevier,18845,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,2451-9022,NA,Biological Psychiatry: Cognitive Neuroscience and Neuroimaging,Hybrid,USD,3000,Freedom Collection
Elsevier,05016,Biological Psychology,0301-0511,NA,Biological Psychology,Hybrid,USD,2900,Freedom Collection
Elsevier,10106,Biologically Inspired Cognitive Architectures,2212-683X,NA,Biologically Inspired Cognitive Architectures,Hybrid,USD,2400,Freedom Collection
Elsevier,13342,Biology of Blood and Marrow Transplantation,1083-8791,NA,Biology of Blood and Marrow Transplantation,Hybrid,USD,3650,Freedom Collection
Elsevier,03004,Biomaterials,0142-9612,Incorporating Clinical Materials,Biomaterials,Hybrid,USD,3700,Freedom Collection
Elsevier,18329,Biomedical Journal,2319-4170,NA,NA,NA,NA,NA,not included
Elsevier,03099,Biomedical Signal Processing and Control,1746-8094,NA,Biomedical Signal Processing and Control,Hybrid,USD,1500,Freedom Collection
Elsevier,10515,Biomolecular Detection and Quantification,2214-7535,NA,Biomolecular Detection and Quantification,Open Access,USD,1950,not included
Elsevier,05142,Biophysical Chemistry,0301-4622,NA,Biophysical Chemistry,Hybrid,USD,3300,Freedom Collection
Elsevier,18290,Bioprinting,2405-8866,NA,Bioprinting,Hybrid,USD,1700,Freedom Collection
Elsevier,02009,Bioresource Technology,0960-8524,Formerly known as Biological Wastes; Incorporating Energy in Agriculture and Biomass,Bioresource Technology,Hybrid,USD,3550,Freedom Collection
Elsevier,18417,Bioresource Technology Reports,2589-014X,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,02062,Biosensors and Bioelectronics,0956-5663,Formerly known as Biosensors,Biosensors and Bioelectronics,Hybrid,USD,3500,Freedom Collection
Elsevier,08005,Biosystems,0303-2647,NA,BioSystems,Hybrid,USD,1950,Freedom Collection
Elsevier,07533,Biotechnology Advances,0734-9750,NA,Biotechnology Advances,Hybrid,USD,3950,Freedom Collection
Elsevier,17066,Biotechnology Reports,2215-017X,NA,Biotechnology Reports,Open Access,USD,1600,not included
Elsevier,11502,Biotechnology Research and Innovation,2452-0721,NA,NA,NA,NA,NA,not included
Elsevier,18087,Biotribology,2352-5738,NA,Biotribology,Hybrid,USD,1000,Freedom Collection
Elsevier,18408,BJA Education,2058-5349,"Formerly known as Continuing Education in Anaesthesia, Critical Care & Pain",BJA Education,Hybrid,USD,3200,not included
Elsevier,04057,Body Image,1740-1445,NA,Body Image,Hybrid,USD,1800,Freedom Collection
Elsevier,16885,BoletÌn de la Sociedad EspaÒola de Cer·mica y Vidrio,0366-3175,NA,Bolet√≠n de la Sociedad Espa√±ola de Cer√°mica y Vidrio,Open Access,USD,0,not included
Elsevier,07617,Bone,8756-3282,Formerly known as Metabolic Bone Disease and Related Research; Incorporating Bone and Mineral,Bone,Hybrid,USD,2500,Freedom Collection
Elsevier,18748,Bone Reports,2352-1872,NA,Bone Reports,Open Access,USD,1500,not included
Elsevier,08835,Borsa Istanbul Review,2214-8450,NA,Borsa Istanbul Review,Open Access,USD,0,not included
Elsevier,07501,Brachytherapy,1538-4721,NA,Brachytherapy,Hybrid,USD,3300,not included
Elsevier,05017,Brain and Development,0387-7604,NA,Brain and Development,Hybrid,USD,3000,Freedom Collection
Elsevier,05018,Brain Research,0006-8993,"Incorporating Molecular Brain Research, Developmental Brain Research, Cognitive Brain Research, Brain Research Protocols and Brain Research Reviews",Brain Research,Hybrid,USD,2350,Freedom Collection
Elsevier,07507,Brain Research Bulletin,0361-9230,NA,Brain Research Bulletin,Hybrid,USD,2200,Freedom Collection
Elsevier,07809,Brain Stimulation,1935-861X,NA,Brain Stimulation,Hybrid,USD,2600,Freedom Collection
Elsevier,15900,Brazilian Journal of Anesthesiology,0034-7094,NA,Brazilian Journal of Anesthesiology,Open Access,USD,0,not included
Elsevier,15996,Brazilian Journal of Anesthesiology (English Edition),0104-0014,NA,Brazilian Journal of Anesthesiology (English edition),Open Access,USD,0,not included
Elsevier,15901,The Brazilian Journal of Infectious Diseases,1413-8670,NA,Brazilian Journal of Infectious Diseases,Open Access,USD,0,not included
Elsevier,11500,Brazilian Journal of Microbiology,1517-8382,NA,NA,NA,NA,NA,not included
Elsevier,15905,Brazilian Journal of Otorhinolaryngology,1808-8694,NA,Brazilian Journal of Otorhinolaryngology,Open Access,USD,0,not included
Elsevier,11506,Brazilian Journal of Physical Therapy,1413-3555,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18407,British Journal of Anaesthesia,0007-0912,NA,British Journal of Anaesthesia,Hybrid,USD,3200,not included
Elsevier,08785,"Bulletin of Faculty of Pharmacy, Cairo University",1110-0931,NA,"Bulletin of Faculty of Pharmacy, Cairo University",Open Access,USD,0,not included
Elsevier,03006,Burns,0305-4179,NA,Burns,Hybrid,USD,3000,Freedom Collection
Elsevier,18384,Burns Open,2468-9122,NA,NA,NA,NA,NA,not included
Elsevier,14036,Canadian Association of Radiologists Journal,0846-5371,NA,Canadian Association of Radiologists Journal,Hybrid,USD,1700,not included
Elsevier,14046,Canadian Journal of Cardiology,0828-282X,NA,Canadian Journal of Cardiology,Hybrid,USD,3100,Freedom Collection
Elsevier,14119,Canadian Journal of Diabetes,1499-2671,NA,Canadian Journal of Diabetes,Hybrid,USD,3300,Freedom Collection
Elsevier,14106,Canadian Journal of Ophthalmology,0008-4182,NA,Canadian Journal of Ophthalmology/Journal canadien d'ophtalmologie,Hybrid,USD,3000,Freedom Collection
Elsevier,03022,Cancer Epidemiology,1877-7821,Formerly known as Cancer Detection and Prevention,Cancer Epidemiology,Hybrid,USD,2600,Freedom Collection
Elsevier,07618,Cancer Genetics,2210-7762,Formerly known as Cancer Genetics and Cytogenetics,Cancer Genetics,Hybrid,USD,3000,Freedom Collection
Elsevier,08006,Cancer Letters,0304-3835,NA,Cancer Letters,Hybrid,USD,3400,Freedom Collection
Elsevier,18010,Cancer Treatment and Research Communications,2468-2942,Formerly known as Cancer Treatment Communications,Cancer Treatment and Research Communications,Hybrid,USD,650,Freedom Collection
Elsevier,02011,Carbohydrate Polymers,0144-8617,NA,Carbohydrate Polymers,Hybrid,USD,3000,Freedom Collection
Elsevier,02162,Carbohydrate Research,0008-6215,NA,Carbohydrate Research,Hybrid,USD,3300,Freedom Collection
Elsevier,18419,Carbon Resources Conversion,2588-9133,NA,NA,NA,NA,NA,not included
Elsevier,13203,Cardiology Clinics,0733-8651,NA,Cardiology Clinics,Hybrid,USD,3000,not included
Elsevier,07620,Cardiovascular Pathology,1054-8807,NA,Cardiovascular Pathology,Hybrid,USD,3000,Freedom Collection
Elsevier,07641,Cardiovascular Revascularization Medicine,1553-8389,Formerly known as Cardiovascular Radiation Medicine,Cardiovascular Revascularization Medicine,Hybrid,USD,2500,Freedom Collection
Elsevier,18895,CASE,2468-6441,NA,NA,NA,NA,NA,not included
Elsevier,17050,Case Reports in Women's Health,2214-9112,NA,Case Reports in Women's Health,Open Access,USD,500,not included
Elsevier,17032,Case Studies in Construction Materials,2214-5095,NA,Case Studies in Construction Materials,Open Access,USD,500,not included
Elsevier,17011,Case Studies in Thermal Engineering,2214-157X,NA,Case Studies in Thermal Engineering,Open Access,USD,550,not included
Elsevier,10163,Case Studies on Transport Policy,2213-624X,NA,Case Studies on Transport Policy,Hybrid,USD,1800,Freedom Collection
Elsevier,05570,Catalysis Communications,1566-7367,NA,Catalysis Communications,Hybrid,USD,2200,Freedom Collection
Elsevier,05143,Catalysis Today,0920-5861,NA,Catalysis Today,Hybrid,USD,3300,Freedom Collection
Elsevier,05323,CATENA,0341-8162,NA,Catena,Hybrid,USD,2500,Freedom Collection
Elsevier,18386,Cell Regeneration,2045-9769,NA,NA,NA,NA,NA,not included
Elsevier,18393,The Cell Surface,2468-2330,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18792,Cellular and Molecular Gastroenterology and Hepatology,2352-345X,NA,Cellular and Molecular Gastroenterology and Hepatology,Open Access,USD,2000,not included
Elsevier,02012,Cement and Concrete Composites,0958-9465,Formerly known as International Journal of Cement Composites and Lightweight Concrete,Cement and Concrete Composites,Hybrid,USD,3300,Freedom Collection
Elsevier,18264,Central Bank Review,1303-0701,NA,NA,NA,NA,NA,not included
Elsevier,02013,Ceramics International,0272-8842,Formerly known as Ceramurgia International,Ceramics International,Hybrid,USD,2950,Freedom Collection
Elsevier,18226,Chemical Data Collections,2405-8300,NA,Chemical Data Collections,Hybrid,USD,500,Freedom Collection
Elsevier,06002,Chemical Engineering Journal,1385-8947,Formerly part of The Chemical Engineering Journal and the Biochemical Engineering Journal,Chemical Engineering Journal,Hybrid,USD,3850,Freedom Collection
Elsevier,06001,Chemical Engineering and Processing - Process Intensification,0255-2701,NA,Chemical Engineering and Processing - Process Intensification,Hybrid,USD,2500,Freedom Collection
Elsevier,08635,Chemical Engineering Research and Design,0263-8762,NA,Chemical Engineering Research and Design,Hybrid,USD,3300,Freedom Collection
Elsevier,05324,Chemical Geology,0009-2541,Incorporating Chemical Geology: Isotope Geoscience section,Chemical Geology,Hybrid,USD,1800,Freedom Collection
Elsevier,08007,Chemico-Biological Interactions,0009-2797,NA,Chemico-Biological Interactions,Hybrid,USD,2200,Freedom Collection
Elsevier,08008,Chemistry and Physics of Lipids,0009-3084,NA,Chemistry and Physics of Lipids,Hybrid,USD,3000,Freedom Collection
Elsevier,05146,Chemometrics and Intelligent Laboratory Systems,0169-7439,Incorporating Laboratory Automation & Information Management,Chemometrics and Intelligent Laboratory Systems,Hybrid,USD,2600,Freedom Collection
Elsevier,18838,Chest,0012-3692,Formerly known as Diseases of the Chest,Chest,Hybrid,USD,3300,not included
Elsevier,13292,Child and Adolescent Psychiatric Clinics of North America,1056-4993,NA,Child and Adolescent Psychiatric Clinics of North America,Hybrid,USD,3000,not included
Elsevier,08769,China Journal of Accounting Research,1755-3091,NA,China Journal of Accounting Research,Open Access,USD,0,not included
Elsevier,00997,Chinese Chemical Letters,1001-8417,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,10129,Chinese Herbal Medicines,1674-6384,NA,Chinese Herbal Medicines,Hybrid,USD,1000,Freedom Collection
Elsevier,08595,Chinese Journal of Aeronautics,1000-9361,NA,Chinese Journal of Aeronautics,Open Access,USD,0,not included
Elsevier,08572,Chinese Journal of Analytical Chemistry,1872-2040,NA,Chinese Journal of Analytical Chemistry,Hybrid,USD,3000,Freedom Collection
Elsevier,08575,Chinese Journal of Catalysis,1872-2067,NA,Chinese Journal of Catalysis,Hybrid,USD,3000,Freedom Collection
Elsevier,08553,Chinese Journal of Chemical Engineering,1004-9541,NA,Chinese Journal of Chemical Engineering,Hybrid,USD,3000,Freedom Collection
Elsevier,08667,Chinese Journal of Natural Medicines,1875-5364,NA,Chinese Journal of Natural Medicines,Hybrid,USD,3000,Freedom Collection
Elsevier,18334,Chinese Journal of Physics,0577-9073,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,08646,Chinese Journal of Traumatology,1008-1275,NA,Chinese Journal of Traumatology,Open Access,USD,0,not included
Elsevier,08670,Chinese Medical Sciences Journal,1001-9294,NA,Chinese Medical Sciences Journal,Hybrid,USD,3000,not included
Elsevier,18178,Chronic Diseases and Translational Medicine,2095-882X,NA,Chronic Diseases and Translational Medicine,Open Access,USD,1500,not included
Elsevier,04092,CIRP Annals,0007-8506,NA,CIRP Annals - Manufacturing Technology,Hybrid,USD,3100,Freedom Collection
Elsevier,04113,CIRP Journal of Manufacturing Science and Technology,1755-5817,NA,CIRP Journal of Manufacturing Science and Technology,Hybrid,USD,2400,Freedom Collection
Elsevier,05635,"City, Culture and Society",1877-9166,NA,"City, Culture and Society",Hybrid,USD,1100,Freedom Collection
Elsevier,10127,Climate Risk Management,2212-0963,NA,Climate Risk Management,Open Access,USD,1500,not included
Elsevier,18217,Climate Services,2405-8807,NA,Climate Services,Open Access,USD,1800,not included
Elsevier,05097,Clinica Chimica Acta,0009-8981,NA,Clinica Chimica Acta,Hybrid,USD,3400,Freedom Collection
Elsevier,16439,ClÌnica e InvestigaciÛn en arteriosclerosis (English edition),2529-9123,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,07519,Clinical Biochemistry,0009-9120,NA,Clinical Biochemistry,Hybrid,USD,2400,Freedom Collection
Elsevier,03009,Clinical Biomechanics,0268-0033,NA,Clinical Biomechanics,Hybrid,USD,3300,Freedom Collection
Elsevier,14051,Clinical Breast Cancer,1526-8209,NA,Clinical Breast Cancer,Hybrid,USD,1800,Freedom Collection
Elsevier,14055,Clinical Colorectal Cancer,1533-0028,NA,Clinical Colorectal Cancer,Hybrid,USD,1800,Freedom Collection
Elsevier,18414,Clinical eHealth,2588-9141,NA,NA,NA,NA,NA,not included
Elsevier,10150,Clinical Epidemiology and Global Health,2213-3984,NA,Clinical Epidemiology and Global Health,Hybrid,USD,3000,Freedom Collection
Elsevier,14053,Clinical Genitourinary Cancer,1558-7673,Formerly known as Clinical Prostate Cancer,Clinical Genitourinary Cancer,Hybrid,USD,1700,Freedom Collection
Elsevier,07696,Clinical Imaging,0899-7071,Formerly known as Journal of Computed Tomography,Clinical Imaging,Hybrid,USD,2500,Freedom Collection
Elsevier,14056,Clinical Lung Cancer,1525-7304,NA,Clinical Lung Cancer,Hybrid,USD,1800,Freedom Collection
Elsevier,14054,Clinical Lymphoma Myeloma and Leukemia,2152-2650,Formerly known as Clinical Lymphoma and Myeloma,"Clinical Lymphoma, Myeloma and Leukemia",Hybrid,USD,1800,Freedom Collection
Elsevier,18357,Clinical Mass Spectrometry,2376-9998,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,18105,Clinical Microbiology and Infection,1198-743X,NA,Clinical Microbiology and Infection,Hybrid,USD,3200,not included
Elsevier,07624,Clinical Microbiology Newsletter,0196-4399,NA,Clinical Microbiology Newsletter,Hybrid,USD,2500,Freedom Collection
Elsevier,05024,Clinical Neurology and Neurosurgery,0303-8467,NA,Clinical Neurology and Neurosurgery,Hybrid,USD,1700,Freedom Collection
Elsevier,08065,Clinical Neurophysiology,1388-2457,Formerly known as Electroencephalography and Clinical Neurophysiology; Incorporating Electroencephalography and Clinical Neurophysiology/Electromyography and Motor Control and Electroencephalography and Clinical Neurophysiology/Evoked Potentials Section,Clinical Neurophysiology,Hybrid,USD,2500,Freedom Collection
Elsevier,18350,Clinical Neurophysiology Practice,2467-981X,NA,NA,NA,NA,NA,not included
Elsevier,04097,Clinical Nutrition ESPEN,2405-4577,Formerly known as e-SPEN Journal,Clinical Nutrition ESPEN,Hybrid,USD,2500,Freedom Collection
Elsevier,18133,Clinical Nutrition Experimental,2352-9393,NA,Clinical Nutrition Experimental,Open Access,USD,1200,not included
Elsevier,13438,Clinical Simulation in Nursing,1876-1399,NA,Clinical Simulation in Nursing,Hybrid,USD,1700,Freedom Collection
Elsevier,07567,Clinical Therapeutics,0149-2918,NA,Clinical Therapeutics,Hybrid,USD,3100,Freedom Collection
Elsevier,08190,Clinical and Translational Radiation Oncology,2405-6308,NA,NA,NA,NA,NA,not included
Elsevier,13293,Clinics in Chest Medicine,0272-5231,NA,Clinics in Chest Medicine,Hybrid,USD,3000,not included
Elsevier,07623,Clinics in Dermatology,0738-081X,NA,Clinics in Dermatology,Hybrid,USD,2500,Freedom Collection
Elsevier,13298,Clinics in Geriatric Medicine,0749-0690,NA,Clinics in Geriatric Medicine,Hybrid,USD,3000,not included
Elsevier,13230,Clinics in Laboratory Medicine,0272-2712,NA,Clinics in Laboratory Medicine,Hybrid,USD,3000,not included
Elsevier,13231,Clinics in Liver Disease,1089-3261,NA,Clinics in Liver Disease,Hybrid,USD,3000,not included
Elsevier,13258,Clinics in Perinatology,0095-5108,NA,Clinics in Perinatology,Hybrid,USD,3000,not included
Elsevier,13105,Clinics in Plastic Surgery,0094-1298,NA,Clinics in Plastic Surgery,Hybrid,USD,3000,not included
Elsevier,13036,Clinics in Podiatric Medicine and Surgery,0891-8422,NA,Clinics in Podiatric Medicine and Surgery,Hybrid,USD,3000,not included
Elsevier,13113,Clinics in Sports Medicine,0278-5919,NA,Clinics in Sports Medicine,Hybrid,USD,3000,not included
Elsevier,05325,Coastal Engineering,0378-3839,NA,Coastal Engineering,Hybrid,USD,3000,Freedom Collection
Elsevier,05257,Cognition,0010-0277,NA,Cognition,Hybrid,USD,2300,Freedom Collection
Elsevier,04242,Cognitive and Behavioral Practice,1077-7229,NA,Cognitive and Behavioral Practice,Hybrid,USD,3000,Freedom Collection
Elsevier,09913,Cognitive Systems Research,1389-0417,NA,Cognitive Systems Research,Hybrid,USD,2400,Freedom Collection
Elsevier,05326,Cold Regions Science and Technology,0165-232X,NA,Cold Regions Science and Technology,Hybrid,USD,3000,Freedom Collection
Elsevier,04295,Collegian,1322-7696,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,17069,Colloid and Interface Science Communications,2215-0382,NA,Colloid and Interface Science Communications,Hybrid,USD,1500,Freedom Collection
Elsevier,05149,Colloids and Surfaces A: Physicochemical and Engineering Aspects,0927-7757,Formerly part of Colloids and Surfaces,Colloids and Surfaces A: Physicochemical and Engineering Aspects,Hybrid,USD,2600,Freedom Collection
Elsevier,05150,Colloids and Surfaces B: Biointerfaces,0927-7765,Formerly part of Colloids and Surfaces,Colloids and Surfaces B: Biointerfaces,Hybrid,USD,3500,Freedom Collection
Elsevier,04037,Combinatorial Chemistry  -  an Online Journal,1464-3383,NA,Combinatorial Chemistry - an Online journal,Open Access,USD,0,not included
Elsevier,07630,Combustion and Flame,0010-2180,NA,Combustion and Flame,Hybrid,USD,2300,Freedom Collection
Elsevier,05471,Communications in Nonlinear Science and Numerical Simulation,1007-5704,NA,Communications in Nonlinear Science and Numerical Simulation,Hybrid,USD,2200,Freedom Collection
Elsevier,07801,Comparative Biochemistry and Physiology Part D: Genomics and Proteomics,1744-117X,NA,Comparative Biochemistry and Physiology - Part D: Genomics and Proteomics,Hybrid,USD,3000,Freedom Collection
Elsevier,02017,Composite Structures,0263-8223,NA,Composite Structures,Hybrid,USD,2700,Freedom Collection
Elsevier,18282,Composites Communications,2452-2139,NA,Composites Communications,Hybrid,USD,1500,Freedom Collection
Elsevier,03011,Composites Part A: Applied Science and Manufacturing,1359-835X,Incorporating Composites and Composites Manufacturing,Composites Part A,Hybrid,USD,3300,Freedom Collection
Elsevier,00984,Composites Part B: Engineering,1359-8368,Formerly known as Composites Engineering,Composites Part B,Hybrid,USD,2700,Freedom Collection
Elsevier,02019,Composites Science and Technology,0266-3538,Formerly known as Fibre Science and Technology,Composites Science and Technology,Hybrid,USD,3300,Freedom Collection
Elsevier,00379,Computational Biology and Chemistry,1476-9271,Formerly known as Computers & Chemistry,Computational Biology and Chemistry,Hybrid,USD,2600,Freedom Collection
Elsevier,17743,Computational Condensed Matter,2352-2143,NA,Computational Condensed Matter,Hybrid,USD,1000,Freedom Collection
Elsevier,05258,Computational Geometry,0925-7721,NA,Computational Geometry: Theory and Applications,Hybrid,USD,2400,Freedom Collection
Elsevier,05193,Computational Materials Science,0927-0256,NA,Computational Materials Science,Hybrid,USD,3000,Freedom Collection
Elsevier,18077,Computational and Structural Biotechnology Journal,2001-0370,NA,Computational and Structural Biotechnology Journal,Open Access,EUR,2200,not included
Elsevier,05164,Computational and Theoretical Chemistry,2210-271X,Formerly known as Journal of Molecular Structure: THEOCHEM,Computational and Theoretical Chemistry,Hybrid,USD,1900,Freedom Collection
Elsevier,18335,Computational Toxicology,2468-1113,NA,NA,NA,NA,NA,Freedom Collection
Elsevier,03014,Computer-Aided Design,0010-4485,NA,Computer-Aided Design,Hybrid,USD,2400,Freedom Collection
Elsevier,05260,Computer Communications,0140-3664,NA,Computer Communications,Hybrid,USD,2400,Freedom Collection
Elsevier,08010,Computer Methods and Programs in Biomedicine,0169-2607,Formerly known as Computer Programs in Biomedicine,Computer Methods and Programs in Biomedicine,Hybrid,USD,3000,Freedom Collection
Elsevier,05262,Computer Networks,1389-1286,Formerly known as Computer Networks and ISDN Systems,Computer Networks,Hybrid,USD,2400,Freedom Collection
Elsevier,14035,Computer Science Review,1574-0137,NA,Computer Science Review,Hybrid,USD,2400,Freedom Collection
Elsevier,00292,Computerized Medical Imaging and Graphics,0895-6111,Formerly known as Computerized Radiology,Computerized Medical Imaging and Graphics,Hybrid,USD,2500,Freedom Collection
Elsevier,05099,Computers and Electronics in Agriculture,0168-1699,NA,Computers and Electronics in Agriculture,Hybrid,USD,2700,Freedom Collection
Elsevier,02016,Computers and Geotechnics,0266-352X,NA,Computers and Geotechnics,Hybrid,USD,2500,Freedom Collection
Elsevier,05365,Computers in Industry,0166-3615,NA,Computers in Industry,Hybrid,USD,3100,Freedom Collection
Elsevier,03017,Construction and Building Materials,0950-0618,NA,Construction and Building Materials,Hybrid,USD,3200,Freedom Collection
Elsevier,05462,Contact Lens and Anterior Eye,1367-0484,Formerly known as Journal of The British Contact Lens Association; Incorporating International Contact Lens Clinic,Contact Lens and Anterior Eye,Hybrid,USD,3000,Freedom Collection
Elsevier,07636,Contemporary Clinical Trials,1551-7144,Formerly known as Controlled Clinical Trials,Contemporary Clinical Trials,Hybrid,USD,3400,Freedom Collection
Elsevier,18844,Contemporary Clinical Trials Communications,2451-8654,NA,Contemporary Clinical Trials Communications,Open Access,USD,1950,not included
Elsevier,07629,Contraception,0010-7824,NA,Contraception,Hybrid,USD,3200,Freedom Collection
Elsevier,06005,Coordination Chemistry Reviews,0010-8545,NA,Coordination Chemistry Reviews,Hybrid,USD,3300,Freedom Collection
Elsevier,11004,Cor et Vasa,0010-8650,NA,Cor et Vasa,Hybrid,USD,3000,Freedom Collection
Elsevier,15801,Cortex,0010-9452,NA,Cortex,Hybrid,USD,3000,Freedom Collection
