issn,.id,V1
2405-6650,2018,1
1755-4586,2018,72
1755-4586,2017,68
1755-4586,2015,66
1755-4586,2016,54
0889-8529,2016,88
0889-8529,2015,88
0889-8529,2017,85
0889-8529,2018,65
0378-7788,2016,975
0378-7788,2017,924
0378-7788,2018,855
0378-7788,2015,805
0301-4215,2017,726
0301-4215,2018,721
0301-4215,2016,583
0301-4215,2015,416
1876-6102,2017,5270
1876-6102,2015,2691
1876-6102,2016,1565
1876-6102,2018,304
2352-4847,2018,54
2352-4847,2016,39
2352-4847,2015,33
2352-4847,2017,16
2214-6296,2018,349
2214-6296,2017,243
2214-6296,2016,229
2214-6296,2015,130
2405-8297,2018,308
2405-8297,2017,98
2405-8297,2016,68
2405-8297,2015,18
2211-467X,2018,77
2211-467X,2017,49
2211-467X,2016,40
2211-467X,2015,30
0973-0826,2018,101
0973-0826,2015,79
0973-0826,2016,70
0973-0826,2017,69
2405-6502,2017,47
2405-6502,2016,46
2405-6502,2018,34
2405-6502,2015,12
2529-993X,2017,171
2529-993X,2018,151
2445-1479,2017,78
2445-1479,2018,70
2529-9840,2017,26
2529-9840,2018,25
2095-8099,2017,129
2095-8099,2018,112
2095-8099,2016,87
2095-8099,2015,74
1881-8366,2016,57
1881-8366,2015,55
1881-8366,2018,50
1881-8366,2017,42
0955-7997,2015,241
0955-7997,2018,206
0955-7997,2016,200
0955-7997,2017,187
0013-7952,2018,297
0013-7952,2017,288
0013-7952,2015,285
0013-7952,2016,255
2215-0986,2016,201
2215-0986,2017,161
2215-0986,2018,140
2215-0986,2015,77
0141-0296,2018,1053
0141-0296,2017,934
0141-0296,2016,702
0141-0296,2015,611
1875-9521,2018,49
1875-9521,2017,39
1875-9521,2016,34
1875-9521,2015,9
2211-4645,2016,74
2211-4645,2017,61
2211-4645,2018,47
2211-4645,2015,46
0098-8472,2018,307
0098-8472,2017,189
0098-8472,2016,181
0098-8472,2015,146
0195-9255,2017,105
0195-9255,2018,86
0195-9255,2016,82
0195-9255,2015,79
2210-4224,2018,60
2210-4224,2015,58
2210-4224,2017,50
2210-4224,2016,42
1364-8152,2016,308
1364-8152,2018,263
1364-8152,2015,258
1364-8152,2017,251
2215-1532,2018,68
2215-1532,2017,53
2215-1532,2016,40
2215-1532,2015,24
0269-7491,2018,1529
0269-7491,2017,1114
0269-7491,2016,960
0269-7491,2015,500
1462-9011,2016,267
1462-9011,2015,231
1462-9011,2018,228
1462-9011,2017,193
2352-1864,2018,120
2352-1864,2017,65
2352-1864,2016,47
2352-1864,2015,42
1382-6689,2016,287
1382-6689,2015,275
1382-6689,2017,258
1382-6689,2018,193
0141-0229,2016,197
0141-0229,2018,157
0141-0229,2017,151
0141-0229,2015,120
1755-4365,2018,56
1755-4365,2015,52
1755-4365,2017,41
1755-4365,2016,35
2213-3232,2017,51
2213-3232,2015,47
2213-3232,2018,44
2213-3232,2016,42
0920-1211,2018,216
0920-1211,2015,207
0920-1211,2017,206
0920-1211,2016,194
2212-9685,2015,45
2212-9685,2016,36
2212-9685,2017,4
2212-9685,2018,2
1161-0301,2016,162
1161-0301,2017,145
1161-0301,2018,137
1161-0301,2015,105
1359-6349,2015,136
1359-6349,2016,1
0947-3580,2018,79
0947-3580,2017,45
0947-3580,2015,41
0947-3580,2016,38
0953-6205,2018,364
0953-6205,2016,340
0953-6205,2017,328
0953-6205,2015,222
0301-2115,2016,953
0301-2115,2017,473
0301-2115,2018,458
0301-2115,2015,351
0928-0987,2017,544
0928-0987,2018,515
0928-0987,2016,366
0928-0987,2015,293
0939-6411,2015,358
0939-6411,2018,345
0939-6411,2017,305
0939-6411,2016,290
0014-2999,2015,768
0014-2999,2016,620
0014-2999,2018,576
0014-2999,2017,565
0213-6163,2018,30
0213-6163,2017,25
0213-6163,2015,24
0720-048X,2017,411
0720-048X,2015,393
0720-048X,2018,347
0720-048X,2016,336
2352-0477,2016,44
2352-0477,2018,32
2352-0477,2017,27
2352-0477,2015,21
2468-7499,2018,52
2468-7499,2017,47
0924-977X,2017,1546
0924-977X,2016,1451
0924-977X,2015,1256
0924-977X,2018,284
0924-9338,2017,2894
0924-9338,2015,2372
0924-9338,2016,1977
0924-9338,2018,143
0302-2838,2016,612
0302-2838,2017,588
0302-2838,2015,588
0302-2838,2018,572
2405-4569,2017,208
2405-4569,2018,204
2405-4569,2016,182
2405-4569,2015,44
2588-9311,2018,129
1569-9056,2018,2266
1569-9056,2017,2087
1569-9056,2016,1988
1569-9056,2015,1670
1090-5138,2017,103
1090-5138,2018,98
1090-5138,2015,79
1090-5138,2016,69
0301-472X,2017,454
0301-472X,2015,415
0301-472X,2016,386
0301-472X,2018,376
0894-1777,2018,427
0894-1777,2017,354
0894-1777,2016,308
0894-1777,2015,276
2214-790X,2016,119
2214-790X,2018,114
2214-790X,2017,107
2214-790X,2015,97
2352-4316,2016,134
2352-4316,2017,114
2352-4316,2018,89
2352-4316,2015,66
1064-7406,2016,80
1064-7406,2017,77
1064-7406,2018,67
1064-7406,2015,64
0015-0282,2016,1633
0015-0282,2015,1628
0015-0282,2018,1548
0015-0282,2017,1543
0378-4290,2018,315
0378-4290,2017,288
0378-4290,2016,266
0378-4290,2015,257
1468-1641,2015,63
1468-1641,2016,60
1468-1641,2017,57
1468-1641,2018,48
1544-6123,2018,276
1544-6123,2016,167
1544-6123,2017,164
1544-6123,2015,100
0168-874X,2018,96
0168-874X,2015,91
0168-874X,2016,85
0168-874X,2017,74
0379-7112,2017,213
0379-7112,2015,111
0379-7112,2018,103
0379-7112,2016,90
0165-7836,2016,318
0165-7836,2017,312
0165-7836,2018,307
0165-7836,2015,304
0367-326X,2018,307
0367-326X,2016,256
0367-326X,2015,255
0367-326X,2017,210
2452-2627,2017,54
2452-2627,2018,29
0955-5986,2015,152
0955-5986,2017,119
0955-5986,2016,118
0955-5986,2018,106
0378-3812,2016,630
0378-3812,2018,408
0378-3812,2015,385
0378-3812,2017,329
1351-4180,2017,550
1351-4180,2018,493
1351-4180,2016,489
1351-4180,2015,432
0969-6210,2017,241
0969-6210,2015,212
0969-6210,2016,201
0969-6210,2018,132
1364-5439,2017,432
1364-5439,2016,430
1364-5439,2015,402
1364-5439,2018,316
1351-4210,2015,367
1351-4210,2017,362
1351-4210,2016,357
1351-4210,2018,291
0960-3085,2015,197
0960-3085,2017,144
0960-3085,2016,142
0960-3085,2018,97
2212-4292,2018,109
2212-4292,2017,60
2212-4292,2016,49
2212-4292,2015,48
0308-8146,2016,2032
0308-8146,2018,2005
0308-8146,2017,1827
0308-8146,2015,1683
0956-7135,2017,647
0956-7135,2016,626
0956-7135,2018,584
0956-7135,2015,575
0268-005X,2018,628
0268-005X,2016,541
0268-005X,2017,493
0268-005X,2015,415
2214-2894,2018,90
2214-2894,2017,69
2214-2894,2016,42
2214-2894,2015,38
0950-3293,2015,232
0950-3293,2016,214
0950-3293,2017,195
0950-3293,2018,183
0963-9969,2018,952
0963-9969,2017,614
0963-9969,2015,611
0963-9969,2016,438
2213-4530,2018,29
2213-4530,2016,29
2213-4530,2015,24
2213-4530,2017,23
2213-3291,2017,42
2213-3291,2015,27
2213-3291,2016,21
2213-3291,2018,14
2405-6766,2016,19
2405-6766,2018,8
2405-6766,2017,8
2405-6766,2015,3
2352-2496,2017,39
2352-2496,2018,27
2352-2496,2016,20
2352-2496,2015,9
1083-7515,2016,83
1083-7515,2017,81
1083-7515,2015,74
1083-7515,2018,68
1268-7731,2017,629
1268-7731,2016,356
1268-7731,2018,146
1268-7731,2015,83
2468-1709,2018,60
2468-1709,2017,47
2468-1709,2016,28
0379-0738,2018,466
0379-0738,2016,445
0379-0738,2017,433
0379-0738,2015,408
1872-4973,2017,204
1872-4973,2015,198
1872-4973,2018,192
1872-4973,2016,190
1875-1768,2015,267
1875-1768,2017,240
0378-1127,2018,647
0378-1127,2017,636
0378-1127,2016,632
0378-1127,2015,480
1389-9341,2017,208
1389-9341,2016,182
1389-9341,2018,171
1389-9341,2015,138
2095-2635,2016,44
2095-2635,2017,42
2095-2635,2018,36
2095-2635,2015,35
2542-3649,2017,41
2542-3649,2018,16
0016-2361,2018,1705
0016-2361,2017,1365
0016-2361,2016,1348
0016-2361,2015,1256
0140-6701,2017,30
0140-6701,2016,30
0140-6701,2015,30
0140-6701,2018,25
0378-3820,2015,499
0378-3820,2017,436
0378-3820,2016,423
0378-3820,2018,384
1878-6146,2016,142
1878-6146,2018,124
1878-6146,2015,122
1878-6146,2017,98
1749-4613,2018,28
1749-4613,2017,21
1749-4613,2016,19
1749-4613,2015,19
1754-5048,2016,121
1754-5048,2015,104
1754-5048,2017,98
1754-5048,2018,97
2314-7210,2018,19
2314-7210,2017,13
2314-7210,2016,12
2314-7210,2015,6
2314-7288,2018,22
2314-7288,2017,18
2314-7288,2016,6
2314-7180,2018,47
2314-7180,2016,17
2314-7180,2017,13
2314-7180,2015,4
2314-7245,2018,33
2314-7245,2017,22
2314-7245,2016,10
2314-7245,2015,10
0966-6362,2018,791
0966-6362,2017,711
0966-6362,2016,667
0966-6362,2015,655
2444-3824,2017,127
2444-3824,2016,120
2444-3824,2018,111
0889-8553,2015,89
0889-8553,2017,83
0889-8553,2018,79
0889-8553,2016,73
0016-5107,2016,2094
0016-5107,2017,2076
0016-5107,2015,1949
0016-5107,2018,1837
1052-5157,2017,81
1052-5157,2015,81
1052-5157,2018,79
1052-5157,2016,78
0378-1119,2018,1097
0378-1119,2016,861
0378-1119,2015,842
0378-1119,2017,634
1567-133X,2018,48
1567-133X,2016,40
1567-133X,2015,36
1567-133X,2017,33
2452-0144,2018,144
2452-0144,2017,100
2452-0144,2016,87
2452-0144,2015,2
0163-8343,2015,141
0163-8343,2018,123
0163-8343,2017,94
0163-8343,2016,85
2352-3042,2018,53
2352-3042,2017,49
2352-3042,2015,45
2352-3042,2016,40
1672-0229,2015,53
1672-0229,2016,49
1672-0229,2017,48
1672-0229,2018,34
0016-7061,2018,477
0016-7061,2016,443
0016-7061,2017,432
0016-7061,2015,262
2352-0094,2017,48
2352-0094,2015,45
2352-0094,2016,40
2352-0094,2018,38
1674-9847,2018,73
1674-9847,2017,67
1674-9847,2015,63
1674-9847,2016,62
2352-3808,2018,43
2352-3808,2016,36
2352-3808,2017,25
2352-3808,2015,24
0169-555X,2015,513
0169-555X,2017,467
0169-555X,2018,408
0169-555X,2016,382
1674-9871,2018,189
1674-9871,2017,140
1674-9871,2016,81
1674-9871,2015,68
0266-1144,2016,93
0266-1144,2018,91
0266-1144,2017,77
0266-1144,2015,66
1121-4171,2016,25
1121-4171,2017,23
1121-4171,2018,18
1121-4171,2015,17
2351-9894,2015,140
2351-9894,2017,91
2351-9894,2016,91
2351-9894,2018,88
2211-9124,2018,63
2211-9124,2017,55
2211-9124,2016,29
2211-9124,2015,28
2211-8160,2016,717
2211-8160,2015,161
2211-8160,2017,52
2211-8160,2018,36
0921-8181,2018,181
0921-8181,2017,172
0921-8181,2016,148
0921-8181,2015,143
1342-937X,2016,266
1342-937X,2017,235
1342-937X,2015,212
1342-937X,2018,186
2468-0257,2018,50
2468-0257,2017,48
2468-0257,2016,30
2352-801X,2018,78
2352-801X,2017,47
2352-801X,2016,16
2352-801X,2015,15
2352-5789,2017,132
2352-5789,2018,97
2352-5789,2015,80
2352-5789,2016,79
0749-0712,2017,97
0749-0712,2015,86
0749-0712,2018,82
0749-0712,2016,80
2468-0672,2018,32
2468-0672,2017,14
1568-9883,2016,149
1568-9883,2017,132
1568-9883,2015,105
1568-9883,2018,102
1687-4048,2017,56
1687-4048,2016,44
1687-4048,2015,44
1687-4048,2018,32
0168-8510,2015,215
0168-8510,2018,193
0168-8510,2016,193
0168-8510,2017,189
2211-8837,2017,58
2211-8837,2018,53
2211-8837,2016,50
2211-8837,2015,47
2452-3011,2018,58
2452-3011,2017,24
2452-3011,2016,19
2452-3011,2015,11
2213-0764,2016,69
2213-0764,2015,64
2213-0764,2018,57
2213-0764,2017,48
0378-5955,2016,219
0378-5955,2017,214
0378-5955,2018,200
0378-5955,2015,152
1551-7136,2017,82
1551-7136,2018,80
1551-7136,2015,79
1551-7136,2016,69
1443-9506,2018,1793
1443-9506,2015,1296
1443-9506,2017,1269
1443-9506,2016,1230
1547-5271,2016,468
1547-5271,2015,468
1547-5271,2018,459
1547-5271,2017,445
2214-0271,2018,174
2214-0271,2017,156
2214-0271,2016,141
2214-0271,2015,133
2405-8440,2018,338
2405-8440,2017,268
2405-8440,2016,159
2405-8440,2015,29
1109-9666,2018,128
1109-9666,2017,128
1109-9666,2016,102
0889-8588,2016,117
0889-8588,2015,112
0889-8588,2017,111
0889-8588,2018,104
1658-3876,2017,68
1658-3876,2018,61
1658-3876,2016,37
1658-3876,2015,36
2531-1379,2018,84
1499-3872,2016,121
1499-3872,2015,120
1499-3872,2017,117
1499-3872,2018,104
1574-1818,2015,82
1574-1818,2017,64
1574-1818,2016,32
1574-1818,2018,22
0439-5689,2017,40
0439-5689,2016,33
0439-5689,2018,30
0439-5689,2015,19
2468-0141,2016,49
2468-0141,2018,33
2468-0141,2017,33
2468-0141,2015,2
1365-182X,2018,2385
1365-182X,2016,2274
1365-182X,2017,601
1365-182X,2015,215
0198-8859,2017,454
0198-8859,2016,430
0198-8859,2015,425
0198-8859,2018,358
2452-2317,2017,15
2452-2317,2018,13
2452-2317,2016,11
2214-3300,2017,93
2214-3300,2018,81
2214-3300,2016,40
2214-3300,2015,24
0304-386X,2017,262
0304-386X,2018,248
0304-386X,2016,238
0304-386X,2015,220
0386-1112,2017,44
0386-1112,2018,26
0386-1112,2015,23
0386-1112,2016,22
2451-8301,2017,18
2451-8301,2018,16
2451-8301,2016,6
2405-9595,2018,66
2405-9595,2017,49
2405-9595,2016,40
2405-9595,2015,34
2214-2509,2017,142
2214-2509,2018,139
2214-2509,2016,94
2214-2509,2015,40
2468-6018,2018,12
2468-6018,2017,8
2405-8963,2015,2906
2405-8963,2017,2652
2405-8963,2016,2581
2405-8963,2018,1564
2468-600X,2018,96
2468-600X,2017,54
0970-3896,2016,59
0970-3896,2015,57
0970-3896,2018,48
0970-3896,2017,44
2352-9067,2015,111
2352-9067,2018,61
2352-9067,2016,51
2352-9067,2017,27
0262-8856,2017,123
0262-8856,2016,92
0262-8856,2018,87
0262-8856,2015,63
0889-8561,2017,81
0889-8561,2016,81
0889-8561,2018,72
0889-8561,2015,69
0165-2478,2017,183
0165-2478,2016,161
0165-2478,2015,161
0165-2478,2018,122
0019-4832,2015,525
0019-4832,2017,408
0019-4832,2016,301
0019-4832,2018,245
0976-2884,2017,54
0976-2884,2018,52
0976-2884,2016,47
0976-2884,2015,46
0019-5707,2018,134
0019-5707,2015,113
0019-5707,2017,96
0019-5707,2016,89
0972-6292,2015,74
0972-6292,2018,60
0972-6292,2017,60
0972-6292,2016,57
0926-6690,2015,971
0926-6690,2018,942
0926-6690,2016,745
0926-6690,2017,732
0019-8501,2017,207
0019-8501,2018,200
0019-8501,2015,171
0019-8501,2016,160
2468-0451,2016,155
2468-0451,2017,116
2468-0451,2018,34
1567-1348,2016,466
1567-1348,2015,385
1567-1348,2018,370
1567-1348,2017,351
0891-5520,2016,80
0891-5520,2017,79
0891-5520,2015,76
0891-5520,2018,75
2468-0427,2017,33
2468-0427,2018,19
2468-0427,2016,11
2352-9148,2018,65
2352-9148,2017,52
2352-9148,2016,16
2352-9148,2015,3
1566-2535,2018,102
1566-2535,2016,89
1566-2535,2017,84
1566-2535,2015,81
2214-3173,2018,60
2214-3173,2017,38
2214-3173,2016,31
2214-3173,2015,24
0020-0190,2015,198
0020-0190,2018,172
0020-0190,2016,147
0020-0190,2017,134
0020-0255,2018,869
0020-0255,2016,852
0020-0255,2015,659
0020-0255,2017,632
0950-5849,2018,206
0950-5849,2015,170
0950-5849,2016,139
0950-5849,2017,122
0020-1383,2016,717
0020-1383,2017,610
0020-1383,2015,597
0020-1383,2018,440
1466-8564,2016,282
1466-8564,2018,241
1466-8564,2017,191
1466-8564,2015,154
1387-7003,2015,395
1387-7003,2017,363
1387-7003,2016,351
1387-7003,2018,340
0020-1693,2018,811
0020-1693,2017,576
0020-1693,2015,531
0020-1693,2016,521
0167-9260,2018,151
0167-9260,2017,136
0167-9260,2016,112
0167-9260,2015,72
2213-4220,2015,381
2213-4220,2016,67
2213-4220,2017,59
2213-4220,2018,57
2214-7519,2018,120
2214-7519,2017,105
2214-7519,2016,53
2214-7519,2015,47
0966-9795,2018,261
0966-9795,2017,224
0966-9795,2015,208
0966-9795,2016,152
0964-8305,2017,328
0964-8305,2016,295
0964-8305,2015,283
0964-8305,2018,248
0958-6946,2016,201
0958-6946,2018,188
0958-6946,2017,165
0958-6946,2015,162
2110-7017,2018,48
2110-7017,2017,42
2110-7017,2015,36
2110-7017,2016,31
1567-5769,2015,514
1567-5769,2018,467
1567-5769,2016,432
1567-5769,2017,374
0143-7496,2018,221
0143-7496,2016,195
0143-7496,2017,172
0143-7496,2015,136
2214-1391,2018,38
2214-1391,2017,30
2214-1391,2015,26
2214-1391,2016,10
0924-8579,2018,343
0924-8579,2015,305
0924-8579,2017,295
0924-8579,2016,262
0303-2434,2018,248
0303-2434,2016,208
0303-2434,2015,207
0303-2434,2017,175
0888-613X,2017,214
0888-613X,2018,153
0888-613X,2016,113
0888-613X,2015,96
0141-8130,2018,2687
0141-8130,2017,1457
0141-8130,2016,1175
0141-8130,2015,886
0167-5273,2016,2715
0167-5273,2015,2055
0167-5273,2017,1792
0167-5273,2018,1642
2212-8689,2018,39
2212-8689,2017,27
2212-8689,2015,13
2212-8689,2016,7
1697-2600,2018,31
1697-2600,2017,30
1697-2600,2016,30
1697-2600,2015,30
0166-5162,2016,209
0166-5162,2018,208
0166-5162,2015,180
0166-5162,2017,179
1874-5482,2018,42
1874-5482,2017,32
1874-5482,2016,32
1874-5482,2015,32
2212-4209,2018,331
2212-4209,2017,215
2212-4209,2016,148
2212-4209,2015,138
0955-3959,2017,241
0955-3959,2018,227
0955-3959,2016,220
0955-3959,2015,194
0142-0615,2015,553
0142-0615,2018,501
0142-0615,2016,478
0142-0615,2017,244
2405-5352,2016,19
2405-5352,2015,18
2405-5352,2017,16
0142-1123,2017,409
0142-1123,2016,407
0142-1123,2018,376
0142-1123,2015,253
0168-1605,2015,417
0168-1605,2016,384
0168-1605,2017,377
0168-1605,2018,374
0169-2070,2016,112
0169-2070,2015,96
0169-2070,2018,93
0169-2070,2017,84
1878-450X,2018,38
1878-450X,2017,29
1878-450X,2016,16
1878-450X,2015,9
1873-9598,2018,96
1873-9598,2017,79
1873-9598,2016,78
1873-9598,2015,69
1750-5836,2016,404
1750-5836,2015,344
1750-5836,2017,266
1750-5836,2018,248
0142-727X,2017,169
0142-727X,2016,162
0142-727X,2018,157
0142-727X,2015,145
0169-8141,2018,149
0169-8141,2016,123
0169-8141,2015,103
0169-8141,2017,77
1201-9712,2016,1654
1201-9712,2018,1176
1201-9712,2015,345
1201-9712,2017,331
2096-2487,2017,12
2096-2487,2018,7
2588-8404,2018,30
1472-8117,2017,63
1472-8117,2018,43
1472-8117,2016,41
1472-8117,2015,39
1387-3806,2015,335
1387-3806,2017,227
1387-3806,2018,223
1387-3806,2016,176
1386-5056,2017,197
1386-5056,2018,191
1386-5056,2016,161
1386-5056,2015,126
2095-2686,2016,162
2095-2686,2017,158
2095-2686,2018,157
2095-2686,2015,155
2092-6782,2018,106
2092-6782,2015,77
2092-6782,2017,72
2092-6782,2016,61
2352-0132,2017,94
2352-0132,2018,81
2352-0132,2015,74
2352-0132,2016,66
1746-0689,2015,61
1746-0689,2016,42
1746-0689,2018,39
1746-0689,2017,37
1879-9817,2018,88
1879-9817,2016,65
1879-9817,2017,59
1879-9817,2015,47
2211-3207,2018,56
2211-3207,2017,46
2211-3207,2016,40
2211-3207,2015,28
2213-2244,2017,59
2213-2244,2015,56
2213-2244,2018,54
2213-2244,2016,41
1996-6814,2018,92
1996-6814,2017,66
1996-6814,2016,56
0165-5876,2015,525
0165-5876,2018,475
0165-5876,2016,453
0165-5876,2017,451
2588-9109,2018,13
2352-6467,2016,34
2352-6467,2015,34
2352-6467,2017,32
2352-6467,2018,24
0378-5173,2015,956
0378-5173,2016,945
0378-5173,2017,919
0378-5173,2018,819
0308-0161,2018,123
0308-0161,2016,104
0308-0161,2017,83
0308-0161,2015,72
0925-5273,2015,385
0925-5273,2018,364
0925-5273,2017,345
0925-5273,2016,306
0167-8760,2018,680
0167-8760,2016,678
0167-8760,2015,219
0167-8760,2017,172
0360-3016,2017,3210
0360-3016,2016,3202
0360-3016,2015,2742
0360-3016,2018,1056
0263-4368,2018,276
0263-4368,2015,269
0263-4368,2016,216
0263-4368,2017,208
0140-7007,2018,385
0140-7007,2017,360
0140-7007,2016,301
0140-7007,2015,294
1001-6279,2017,61
1001-6279,2018,57
1001-6279,2016,45
1001-6279,2015,42
1743-9191,2017,1537
1743-9191,2016,1446
1743-9191,2015,1298
1743-9191,2018,1182
2210-2612,2017,670
2210-2612,2016,624
2210-2612,2015,616
2210-2612,2018,490
2405-8572,2018,42
2405-8572,2017,36
2405-8572,2016,35
2405-8572,2015,12
2468-3574,2017,17
2468-3574,2018,10
2468-3574,2016,5
2046-0430,2017,30
2046-0430,2015,29
2046-0430,2018,28
2046-0430,2016,25
2314-4599,2018,54
2314-4599,2017,32
2314-4599,2016,13
2314-4599,2015,6
2352-6475,2017,67
2352-6475,2018,50
2352-6475,2015,47
2352-6475,2016,39
1477-3880,2018,39
1477-3880,2016,25
1477-3880,2017,23
1477-3880,2015,22
0144-8188,2015,63
0144-8188,2016,41
0144-8188,2018,38
0144-8188,2017,26
2095-6339,2016,43
2095-6339,2017,42
2095-6339,2018,41
2095-6339,2015,34
2214-7829,2018,54
2214-7829,2015,53
2214-7829,2016,44
2214-7829,2017,37
2542-6605,2018,24
2211-7458,2016,73
2211-7458,2018,71
2211-7458,2017,69
2211-7458,2015,61
0019-0578,2018,297
0019-0578,2017,292
0019-0578,2016,253
0019-0578,2015,238
2589-0042,2018,159
0924-2716,2018,245
0924-2716,2017,210
0924-2716,2015,201
0924-2716,2016,185
2352-5126,2018,307
2352-5126,2017,192
2352-5126,2016,172
2352-5126,2015,168
2452-302X,2017,96
2452-302X,2016,87
2452-302X,2018,74
1936-878X,2018,406
1936-878X,2017,307
1936-878X,2016,283
1936-878X,2015,257
1936-8798,2017,842
1936-8798,2016,817
1936-8798,2018,668
1936-8798,2015,653
2405-500X,2017,403
2405-500X,2018,234
2405-500X,2016,156
2405-500X,2015,101
2213-1779,2018,189
2213-1779,2015,185
2213-1779,2017,183
2213-1779,2016,180
1882-7616,2018,25
1882-7616,2017,16
1882-7616,2015,14
1882-7616,2016,13
2214-1677,2018,29
2214-1677,2015,25
2214-1677,2017,23
2214-1677,2016,23
1553-7250,2018,133
1553-7250,2017,118
1553-7250,2016,100
1553-7250,2015,88
0021-7557,2018,167
0021-7557,2017,140
0021-7557,2016,114
0021-7557,2015,106
2255-5536,2016,114
2255-5536,2017,109
2255-5536,2015,106
2255-5536,2018,65
2212-2672,2017,741
2212-2672,2018,724
2212-2672,2015,658
2212-2672,2016,650
0737-4607,2018,19
0737-4607,2015,10
0737-4607,2016,9
0737-4607,2017,7
0278-4254,2016,42
0278-4254,2015,41
0278-4254,2017,39
0278-4254,2018,33
2005-2901,2018,256
2005-2901,2015,79
2005-2901,2017,74
2005-2901,2016,69
1054-139X,2018,555
1054-139X,2017,516
1054-139X,2015,516
1054-139X,2016,488
2090-1232,2015,117
2090-1232,2016,111
2090-1232,2017,84
2090-1232,2018,76
0165-0327,2018,979
0165-0327,2016,786
0165-0327,2015,762
0165-0327,2017,683
2214-8515,2017,5
2214-8515,2016,5
2214-8515,2015,5
2213-2198,2018,565
2213-2198,2017,424
2213-2198,2016,322
2213-2198,2015,288
0925-8388,2017,4848
0925-8388,2018,4033
0925-8388,2015,3473
0925-8388,2016,3365
0890-8567,2016,1390
0890-8567,2017,1335
0890-8567,2015,246
0890-8567,2018,228
0735-1097,2017,5767
0735-1097,2015,5529
0735-1097,2016,5463
0735-1097,2018,4887
2213-5103,2016,18
2213-5103,2015,13
2213-5103,2018,8
1546-1440,2018,479
1546-1440,2017,444
1546-1440,2016,413
1546-1440,2015,370
1072-7515,2017,1344
1072-7515,2016,1245
1072-7515,2015,1190
1072-7515,2018,329
0002-8177,2017,467
0002-8177,2018,405
0002-8177,2015,293
0002-8177,2016,260
1525-8610,2016,405
1525-8610,2017,392
1525-8610,2015,376
1525-8610,2018,360
1544-3191,2017,227
1544-3191,2018,175
1544-3191,2016,133
1544-3191,2015,131
2213-2945,2015,319
2213-2945,2016,304
2213-2945,2017,265
2213-2945,2018,256
1933-1711,2015,448
1933-1711,2016,407
1933-1711,2017,157
1933-1711,2018,146
0165-2370,2017,323
0165-2370,2015,288
0165-2370,2016,276
0165-2370,2018,269
0003-2778,2016,515
0003-2778,2017,439
0003-2778,2018,260
0003-2778,2015,257
2352-4529,2018,151
2352-4529,2015,72
2352-4529,2016,66
2352-4529,2017,54
1214-021X,2018,54
1214-021X,2017,43
1214-021X,2016,41
1214-021X,2015,37
0926-9851,2018,284
0926-9851,2016,262
0926-9851,2015,253
0926-9851,2017,250
2214-7861,2017,60
2214-7861,2018,43
2214-7861,2016,30
2214-7861,2015,30
2211-3681,2016,73
2211-3681,2018,68
2211-3681,2017,67
2211-3681,2015,51
2352-409X,2018,511
2352-409X,2016,464
2352-409X,2017,443
2352-409X,2015,191
2214-9635,2018,43
2214-9635,2017,31
2214-9635,2015,31
2214-9635,2016,24
2287-884X,2018,94
2287-884X,2017,87
2287-884X,2016,82
2287-884X,2015,57
1226-8615,2017,208
1226-8615,2018,188
1226-8615,2016,168
1226-8615,2015,129
1055-3290,2017,134
1055-3290,2018,133
1055-3290,2016,124
1055-3290,2015,111
1552-8855,2015,135
1552-8855,2016,129
1552-8855,2017,44
1552-8855,2018,27
0975-9476,2018,200
0975-9476,2017,64
0975-9476,2015,50
0975-9476,2016,47
2007-0780,2015,27
2007-0780,2017,17
2007-0780,2016,10
2214-8043,2015,100
2214-8043,2018,98
2214-8043,2017,91
2214-8043,2016,71
2214-6350,2018,47
2214-6350,2016,45
2214-6350,2015,33
2214-6350,2017,31
0021-9290,2016,603
0021-9290,2015,551
0021-9290,2018,478
0021-9290,2017,451
1389-1723,2018,265
1389-1723,2015,238
1389-1723,2016,229
1389-1723,2017,215
0168-1656,2015,790
0168-1656,2016,783
0168-1656,2017,741
0168-1656,2018,553
2212-1374,2018,47
2212-1374,2016,40
2212-1374,2015,36
2212-1374,2017,30
2352-7102,2018,257
2352-7102,2017,153
2352-7102,2016,134
2352-7102,2015,66
0148-2963,2016,776
0148-2963,2018,584
0148-2963,2017,370
0148-2963,2015,364
0883-9026,2018,76
0883-9026,2015,55
0883-9026,2017,46
0883-9026,2016,42
2352-6734,2017,35
2352-6734,2018,27
2352-6734,2016,19
2352-6734,2015,16
2213-5383,2018,52
2213-5383,2017,49
2213-5383,2016,26
2213-5383,2015,23
2311-3006,2017,37
2311-3006,2018,36
2311-3006,2016,30
0914-5087,2017,241
0914-5087,2018,203
0914-5087,2016,194
0914-5087,2015,182
1878-5409,2017,120
1878-5409,2016,114
1878-5409,2015,112
1878-5409,2018,111
1934-5925,2016,149
1934-5925,2018,126
1934-5925,2015,114
1934-5925,2017,100
0886-3350,2015,618
0886-3350,2016,464
0886-3350,2017,455
0886-3350,2018,385
2352-1775,2017,50
2352-1775,2015,46
2352-1775,2018,18
2352-1775,2016,16
1871-5532,2015,97
1871-5532,2016,87
1871-5532,2017,60
1871-5532,2018,58
0891-0618,2016,110
0891-0618,2018,87
0891-0618,2017,84
0891-0618,2015,34
1726-4901,2018,219
1726-4901,2017,196
1726-4901,2015,180
1726-4901,2016,172
